True SigmaEpsilon,True Gamma,Distortion,Agent SigmaEpsilon,Agent Gamma,Adaptive Loss,Rational Loss,Adaptive Adv,N ,,Gamma Ratio
1,1,1,6.427600555,3.388516352,8937.372279,10554.65903,1.180957747,500,,3.388516352
1,1,1,0.153085001,0.121972532,703.171729,3674.626299,5.225787881,500,,0.121972532
1,1,1,0.15712146,8.543137232,12801.01892,12656.05788,0.98867582,500,,8.543137232
1,1,1,6.859305812,0.152473115,2720.857445,6716.946755,2.468687496,500,,0.152473115
1,1,1,5.913559938,3.327718587,10485.11544,11448.64514,1.091895002,500,,3.327718587
1.77827941,1,1,0.212196238,1.07302694,4384.697034,6955.784088,1.586377356,500,,1.07302694
1.77827941,1,1,0.504230554,0.437357273,2623.326986,5904.756088,2.250865455,500,,0.437357273
1.77827941,1,1,10.00066073,0.440142863,3777.868459,6590.061891,1.744386276,500,,0.440142863
1.77827941,1,1,0.98577631,2.015374937,3596.386486,6870.061596,1.910267882,500,,2.015374937
1.77827941,1,1,15.38925724,0.730762807,5970.090547,10641.85283,1.782527877,500,,0.730762807
3.16227766,1,1,18.89489047,0.512965386,5701.326893,9192.911213,1.612416089,500,,0.512965386
3.16227766,1,1,1.918607545,4.256063617,9561.62262,10216.80793,1.068522397,500,,4.256063617
3.16227766,1,1,0.828406761,1.946147992,6378.760781,8929.499695,1.399880008,500,,1.946147992
3.16227766,1,1,10.90354831,0.488324854,5163.547994,7629.248277,1.477520551,500,,0.488324854
3.16227766,1,1,2.516312168,0.14699768,2041.106019,4494.594188,2.202038575,500,,0.14699768
5.623413252,1,1,1.93348882,0.101094852,1411.022377,4278.932677,3.032505187,500,,0.101094852
5.623413252,1,1,0.637591964,0.194843562,1754.955485,4697.511128,2.676712411,500,,0.194843562
5.623413252,1,1,14.02652906,0.850853987,5459.905262,9669.009854,1.770911653,500,,0.850853987
5.623413252,1,1,0.686728106,6.144666511,14506.92142,15930.84345,1.098154666,500,,6.144666511
5.623413252,1,1,28.91069566,2.867703331,14534.0276,14326.42665,0.985716213,500,,2.867703331
10,1,1,11.1491985,1.173467185,5616.787812,8833.69697,1.572731117,500,,1.173467185
10,1,1,48.25698233,0.890113337,12755.50682,15080.5036,1.182273963,500,,0.890113337
10,1,1,50.94787908,2.725978432,18505.97971,19732.56431,1.066280446,500,,2.725978432
10,1,1,4.029692365,0.186467698,2170.218454,4926.094705,2.269861218,500,,0.186467698
10,1,1,4.173395939,4.17338552,8716.279976,10726.79425,1.230661966,500,,4.17338552
0.1,1.77827941,1,0.205952273,5.364825027,12245.8881,14714.69474,1.201602906,500,,3.016862815
0.1,1.77827941,1,0.012629889,7.925335675,14367.62867,14394.45969,1.001867463,500,,4.456743766
0.1,1.77827941,1,0.034947748,14.87726368,16389.81235,15158.10391,0.924849144,500,,8.366100173
0.1,1.77827941,1,0.397282717,0.69056746,3343.205692,6788.925196,2.030663328,500,,0.388334621
0.1,1.77827941,1,0.043072384,5.500400052,8316.09298,10527.86712,1.265963132,500,,3.093102254
0.177827941,1.77827941,1,1.242963133,1.380261295,5771.221621,9650.372918,1.672154277,500,,0.776177965
0.177827941,1.77827941,1,0.370261736,0.37672347,2364.023899,6608.954869,2.795637925,500,,0.211847175
0.177827941,1.77827941,1,0.133918995,1.766574474,6755.420075,8508.751655,1.259544419,500,,0.993417831
0.177827941,1.77827941,1,0.468944544,9.814805002,14721.34002,15680.44478,1.065150642,500,,5.519270451
0.177827941,1.77827941,1,0.043879357,16.17994097,20010.31875,20821.68004,1.040547145,500,,9.098649446
0.316227766,1.77827941,1,1.839417025,1.204389963,3398.487125,6085.126114,1.790539699,500,,0.677278248
0.316227766,1.77827941,1,3.027745822,0.393684584,3175.744147,5940.48086,1.870579173,500,,0.221385111
0.316227766,1.77827941,1,0.087968419,0.471908948,1254.053775,4463.008918,3.558865662,500,,0.265373903
0.316227766,1.77827941,1,0.575567842,16.30323262,19161.72692,21115.01202,1.101936799,500,,9.167981435
0.316227766,1.77827941,1,1.65870189,2.331803579,7450.730659,9278.410123,1.245302045,500,,1.311269515
0.562341325,1.77827941,1,0.880395285,1.208591267,3686.294779,6746.281859,1.830098314,500,,0.679640814
0.562341325,1.77827941,1,2.06557642,0.18089328,1964.641211,4721.148675,2.403058966,500,,0.101723767
0.562341325,1.77827941,1,1.601441257,5.578692258,9558.988422,11810.01548,1.235487999,500,,3.137129197
0.562341325,1.77827941,1,1.873287327,0.289912473,2551.827216,4909.716831,1.924000497,500,,0.163029764
0.562341325,1.77827941,1,2.788458071,2.167272568,6638.528715,8172.518919,1.231073822,500,,1.218746928
1,1.77827941,1,0.834944784,2.130294851,6414.321925,9039.677863,1.409295942,500,,1.19795283
1,1.77827941,1,1.104589855,4.733150346,8240.633123,11638.68862,1.412353692,500,,2.661646038
1,1.77827941,1,2.895655809,0.274071908,2402.841838,4662.416199,1.940375819,500,,0.15412196
1,1.77827941,1,0.293633934,0.42489716,1386.624608,4471.000815,3.224377232,500,,0.238937232
1,1.77827941,1,9.497784185,1.227314133,5042.082476,8185.985681,1.623532681,500,,0.690169456
1.77827941,1.77827941,1,5.210120554,8.151092389,12354.19677,15101.60501,1.222386634,500,,4.583696096
1.77827941,1.77827941,1,7.10004,3.03703926,10095.07028,10488.34417,1.038957024,500,,1.707852682
1.77827941,1.77827941,1,3.172127563,2.194860095,8967.424508,12620.74031,1.407398557,500,,1.234260534
1.77827941,1.77827941,1,0.356272049,10.48833644,15555.4296,17285.37531,1.111211696,500,,5.898025015
1.77827941,1.77827941,1,6.701788919,0.498174922,3782.06187,5886.779925,1.556500165,500,,0.280144346
3.16227766,1.77827941,1,19.04739107,0.787036258,6952.126649,9292.425172,1.336630594,500,,0.442583012
3.16227766,1.77827941,1,31.09137842,0.198944521,7108.258064,10315.92997,1.451259912,500,,0.111874726
3.16227766,1.77827941,1,0.69624078,10.4767699,20530.3045,20075.49117,0.977846733,500,,5.89152067
3.16227766,1.77827941,1,2.631891845,3.096817538,9555.650996,12535.26782,1.311817251,500,,1.741468478
3.16227766,1.77827941,1,3.489607813,1.876649922,8891.715876,11703.57394,1.316233459,500,,1.055317804
5.623413252,1.77827941,1,2.644847312,14.33319598,21856.59049,21982.64134,1.005767178,500,,8.060148421
5.623413252,1.77827941,1,3.051541458,0.457988138,3261.224273,5887.390753,1.805270126,500,,0.257545656
5.623413252,1.77827941,1,53.26334033,3.515911571,15065.78024,17166.0809,1.139408688,500,,1.977142372
5.623413252,1.77827941,1,8.058427067,0.261114276,3842.65185,6255.170084,1.627826389,500,,0.146835348
5.623413252,1.77827941,1,11.16198059,2.870616955,11134.22286,11639.60368,1.04538986,500,,1.614266543
10,1.77827941,1,27.11725475,1.738958923,8554.165795,11012.87638,1.287428446,500,,0.977888465
10,1.77827941,1,61.68650103,0.209897001,9201.75076,15376.17249,1.671005104,500,,0.118033758
10,1.77827941,1,5.113855574,0.863806961,6095.608428,8691.758794,1.425905042,500,,0.485754351
10,1.77827941,1,19.93790114,1.17165118,6770.036874,10776.37821,1.591775409,500,,0.658867877
10,1.77827941,1,16.05952045,1.294731334,7037.893386,11396.00367,1.619235052,500,,0.728080934
0.1,3.16227766,1,0.027321398,2.324042501,5586.97047,8550.425328,1.530422502,500,,0.734926768
0.1,3.16227766,1,0.288582598,0.588288033,1874.747096,4081.335988,2.177006167,500,,0.18603301
0.1,3.16227766,1,0.099300045,0.955553899,2346.287474,7081.186479,3.018038734,500,,0.302172675
0.1,3.16227766,1,0.174772112,15.20608567,18201.6746,18962.72695,1.041812216,500,,4.8085865
0.1,3.16227766,1,0.206885969,4.932761813,9523.242705,10567.66945,1.109671335,500,,1.559876248
0.177827941,3.16227766,1,0.043069805,0.696718283,2312.367025,6219.323752,2.689591957,500,,0.220321666
0.177827941,3.16227766,1,0.261686948,3.039436468,5302.249051,7637.568912,1.440439489,500,,0.961154204
0.177827941,3.16227766,1,1.744787285,0.334188983,2314.707992,7252.453334,3.133204429,500,,0.105679836
0.177827941,3.16227766,1,0.026006238,10.58825662,16734.00781,19471.61946,1.163595696,500,,3.348300737
0.177827941,3.16227766,1,0.034283869,10.51347064,15656.58351,18721.33744,1.195748576,500,,3.324651333
0.316227766,3.16227766,1,0.063102824,0.54494892,2657.815421,5995.456851,2.255783755,500,,0.17232798
0.316227766,3.16227766,1,0.151116876,8.266084145,11454.83409,13228.20181,1.154813916,500,,2.613965323
0.316227766,3.16227766,1,0.526966953,0.644786433,3537.286951,6245.683259,1.765670511,500,,0.203899373
0.316227766,3.16227766,1,0.040978423,0.457064576,1983.510365,5010.364003,2.52600848,500,,0.14453651
0.316227766,3.16227766,1,2.754609765,12.44366993,18877.99277,20883.89983,1.106256374,500,,3.935033943
0.562341325,3.16227766,1,3.369763652,2.326708177,6123.03012,7997.083555,1.306066343,500,,0.735769729
0.562341325,3.16227766,1,1.150591231,4.248109361,8541.440618,11436.31373,1.338920944,500,,1.343370133
0.562341325,3.16227766,1,0.117166815,1.234130799,4518.926301,7293.728209,1.614040089,500,,0.390266426
0.562341325,3.16227766,1,0.072567696,2.879910258,5380.297628,7759.630077,1.442230637,500,,0.910707587
0.562341325,3.16227766,1,0.376041916,7.538004227,7957.195261,11661.51045,1.465530262,500,,2.383726237
1,3.16227766,1,0.278245566,3.009748085,7520.715558,10433.97844,1.387365119,500,,0.951765913
1,3.16227766,1,3.091747464,3.489926154,5841.359193,8611.123699,1.474164388,500,,1.103611551
1,3.16227766,1,0.112445566,9.48782052,15737.89817,18716.66879,1.189273726,500,,3.000312287
1,3.16227766,1,0.541516862,1.196619646,3061.217138,6050.05376,1.976355641,500,,0.378404357
1,3.16227766,1,3.525296432,1.994712441,4594.438812,8752.38972,1.90499647,500,,0.630783459
1.77827941,3.16227766,1,0.413182448,3.017500999,6256.354631,9919.604065,1.585524583,500,,0.9542176
1.77827941,3.16227766,1,0.242188944,12.26941837,13397.98232,16843.009,1.25713026,500,,3.879930761
1.77827941,3.16227766,1,0.681752364,1.576762534,4211.046125,5333.008439,1.266433157,500,,0.498616094
1.77827941,3.16227766,1,2.507093098,1.526455705,3641.639157,7333.617366,2.013823185,500,,0.482707677
1.77827941,3.16227766,1,1.403144947,0.693768242,2543.781529,7211.095382,2.834793516,500,,0.219388781
3.16227766,3.16227766,1,0.434690435,0.965114154,2595.23085,5978.296162,2.30357009,500,,0.305195893
3.16227766,3.16227766,1,2.815934111,0.6062258,4597.859659,7121.178456,1.548802918,500,,0.191705431
3.16227766,3.16227766,1,6.891122673,0.428870483,4090.842765,6203.325873,1.516393132,500,,0.135620755
3.16227766,3.16227766,1,0.339088192,24.7909986,20143.2163,23720.99665,1.177617134,500,,7.839602106
3.16227766,3.16227766,1,19.31463595,1.545757561,10018.07369,13291.5665,1.326758708,500,,0.48881146
5.623413252,3.16227766,1,0.726514898,0.60866163,2112.522964,4074.287661,1.928635916,500,,0.192475707
5.623413252,3.16227766,1,0.596780543,2.127532529,4932.672298,7887.130111,1.59895684,500,,0.672784859
5.623413252,3.16227766,1,7.575435396,0.807503644,4706.263532,5986.368798,1.272000337,500,,0.255355073
5.623413252,3.16227766,1,18.45308398,18.89325943,18541.2088,20061.77645,1.082010168,500,,5.974573223
5.623413252,3.16227766,1,0.572825176,15.02511859,17254.6413,19504.93709,1.13041684,500,,4.751359685
10,3.16227766,1,2.141659649,0.451255433,2952.635409,7115.306006,2.409815307,500,,0.142699498
10,3.16227766,1,1.564337284,23.04742792,20355.06437,21176.71751,1.04036603,500,,7.288236645
10,3.16227766,1,3.618152281,0.697937524,2799.849806,5513.690799,1.969280919,500,,0.220707224
10,3.16227766,1,1.587976794,5.503011608,8432.211954,11563.00163,1.371289253,500,,1.740205067
10,3.16227766,1,49.53379548,24.4786457,25852.32582,26886.69593,1.040010718,500,,7.740827443
0.1,5.623413252,1,0.027595029,1.937472102,4281.302806,7843.675784,1.832076856,500,,0.344536675
0.1,5.623413252,1,0.354609512,0.619779279,3695.427307,5743.314169,1.554167811,500,,0.110214073
0.1,5.623413252,1,0.055507356,0.750457263,3555.294629,6660.978847,1.873537791,500,,0.13345227
0.1,5.623413252,1,0.04680456,1.032266096,4171.858613,7520.599556,1.802697611,500,,0.183565754
0.1,5.623413252,1,0.026864178,20.9097199,20279.89861,23660.47477,1.16669591,500,,3.718332437
0.177827941,5.623413252,1,0.019761666,15.17908165,17160.74713,21167.57875,1.23348818,500,,2.699264837
0.177827941,5.623413252,1,0.865681004,8.744156909,10822.24319,16209.57989,1.497802222,500,,1.554955419
0.177827941,5.623413252,1,0.362319175,5.78605886,7949.513051,11261.85233,1.416671971,500,,1.028922934
0.177827941,5.623413252,1,0.729166196,15.33968531,15626.87003,19395.01432,1.241132375,500,,2.727824655
0.177827941,5.623413252,1,0.019101771,36.52312429,24136.81775,26398.30132,1.093694355,500,,6.494831992
0.316227766,5.623413252,1,0.352050811,0.667972773,2920.688761,4976.676347,1.703939295,500,,0.118784223
0.316227766,5.623413252,1,0.917082551,10.52811066,11380.08545,17316.43726,1.521643869,500,,1.872192241
0.316227766,5.623413252,1,1.456804061,2.126790245,4636.758939,8048.63563,1.735832234,500,,0.37820273
0.316227766,5.623413252,1,0.192833398,1.262264559,3672.219676,8713.548609,2.3728288,500,,0.224465908
0.316227766,5.623413252,1,0.639577172,0.817578092,2490.193631,5814.604644,2.33500101,500,,0.145388229
0.562341325,5.623413252,1,0.211146896,0.962705912,4021.116839,7363.195532,1.831131954,500,,0.17119601
0.562341325,5.623413252,1,1.56964598,0.740205157,2801.155143,5150.912456,1.838852971,500,,0.131629159
0.562341325,5.623413252,1,2.849465413,3.231429123,7605.268114,10979.42115,1.443659971,500,,0.574638387
0.562341325,5.623413252,1,0.150958986,18.54803716,17347.90215,24303.30817,1.400936434,500,,3.298359258
0.562341325,5.623413252,1,0.159698838,6.511787803,11398.90487,14629.259,1.283391621,500,,1.157977817
1,5.623413252,1,4.364086391,1.986378847,6794.929359,9170.447879,1.349601651,500,,0.35323366
1,5.623413252,1,4.617427339,7.075426038,10522.91697,12625.88854,1.199846827,500,,1.258208444
1,5.623413252,1,0.250345813,0.807415845,2730.407296,4650.414451,1.703194413,500,,0.143581097
1,5.623413252,1,4.401499198,7.24806869,8781.361049,13300.66247,1.514647034,500,,1.288909131
1,5.623413252,1,0.206909845,1.383760262,2892.906977,6110.667746,2.112293204,500,,0.246071238
1.77827941,5.623413252,1,14.89543399,14.3564031,18235.64172,21264.20181,1.166079162,500,,2.552969604
1.77827941,5.623413252,1,2.448356127,1.271119069,5237.860677,11034.91536,2.106759999,500,,0.226040487
1.77827941,5.623413252,1,8.299285109,1.482474698,6073.44332,10168.53822,1.674262472,500,,0.263625423
1.77827941,5.623413252,1,2.257446088,4.232525972,7221.165161,11495.64405,1.591937561,500,,0.752661379
1.77827941,5.623413252,1,0.33231506,33.54182952,22222.61058,26559.64996,1.195163361,500,,5.964674481
3.16227766,5.623413252,1,0.499010961,10.08367529,9174.982748,12578.56397,1.370963228,500,,1.793159214
3.16227766,5.623413252,1,0.89069116,10.26604434,14095.20215,17911.33059,1.270739533,500,,1.825589527
3.16227766,5.623413252,1,17.0676317,7.153020519,14314.1638,17992.90956,1.257000395,500,,1.272006911
3.16227766,5.623413252,1,0.49754756,0.896943189,3606.886607,5648.407822,1.566006486,500,,0.159501561
3.16227766,5.623413252,1,1.030522479,37.59995368,24330.08483,28632.42305,1.176832027,500,,6.686322344
5.623413252,5.623413252,1,6.567023087,10.57033033,10169.47862,14597.48522,1.435421201,500,,1.879700078
5.623413252,5.623413252,1,9.897887988,3.783813052,9457.808205,13572.99608,1.4351101,500,,0.672867684
5.623413252,5.623413252,1,8.485821156,2.639098328,6702.04798,10838.02309,1.617121084,500,,0.469305422
5.623413252,5.623413252,1,6.465995399,2.129537966,6416.754914,10313.40692,1.60726209,500,,0.378691352
5.623413252,5.623413252,1,3.819303453,0.706369878,4776.279675,6811.654403,1.426142284,500,,0.125612301
10,5.623413252,1,28.60220396,55.11904589,28102.35283,31254.86153,1.112179529,500,,9.801706442
10,5.623413252,1,15.3487174,18.91763791,20374.89204,25235.8006,1.238573463,500,,3.364084599
10,5.623413252,1,1.256483347,22.49062228,19507.59323,25064.37485,1.28485224,500,,3.999461051
10,5.623413252,1,46.27881172,23.34854076,26690.69631,27594.19009,1.033850514,500,,4.152022928
10,5.623413252,1,81.0414413,0.890586493,12155.46137,17427.82085,1.433744086,500,,0.158371162
0.1,10,1,0.787597254,31.89599802,19966.01559,26946.30097,1.349608331,500,,3.189599802
0.1,10,1,0.55358243,1.168369157,2878.628351,5897.265169,2.048637216,500,,0.116836916
0.1,10,1,0.015539018,18.60854617,14502.5753,21571.06694,1.487395618,500,,1.860854617
0.1,10,1,0.091687023,4.662017971,8333.303995,13333.70406,1.60005012,500,,0.466201797
0.1,10,1,0.160045966,3.042626955,6642.362464,10415.15436,1.567989464,500,,0.304262695
0.177827941,10,1,0.03289183,44.17047504,22566.92705,26876.75375,1.190979777,500,,4.417047504
0.177827941,10,1,0.653419342,8.128256455,10845.16262,14623.57234,1.348395857,500,,0.812825646
0.177827941,10,1,0.03516931,6.235334288,7669.897149,11506.75737,1.500249241,500,,0.623533429
0.177827941,10,1,1.213971298,22.68181617,16839.9361,22402.44332,1.330316409,500,,2.268181617
0.177827941,10,1,0.039367788,9.694145646,9639.367556,15397.81474,1.597388486,500,,0.969414565
0.316227766,10,1,2.977502614,59.63695454,23734.20074,30338.43876,1.278258286,500,,5.963695454
0.316227766,10,1,0.600542745,50.00788602,23904.7892,31054.75354,1.299101752,500,,5.000788602
0.316227766,10,1,0.402449983,47.18774752,20697.79711,27247.61571,1.316450034,500,,4.718774752
0.316227766,10,1,2.512605482,20.62231182,16053.70277,21836.75955,1.360231958,500,,2.062231182
0.316227766,10,1,0.044321247,9.296502879,9358.764333,15544.06034,1.660909474,500,,0.929650288
0.562341325,10,1,0.327282265,39.26148995,20122.2009,27420.57608,1.36270263,500,,3.926148995
0.562341325,10,1,0.690207627,1.282885062,3810.068244,8312.670892,2.181764304,500,,0.128288506
0.562341325,10,1,0.282627288,1.618031828,4372.260661,8637.227637,1.975460364,500,,0.161803183
0.562341325,10,1,0.145041917,2.998120235,7037.432446,12177.05873,1.730326908,500,,0.299812024
0.562341325,10,1,0.056368616,41.76587413,24142.02982,29157.75061,1.207758868,500,,4.176587413
1,10,1,0.91563677,44.98364193,21619.42045,25974.62212,1.201448585,500,,4.498364193
1,10,1,0.969069521,3.908282136,7480.932067,11405.75052,1.524642975,500,,0.390828214
1,10,1,0.113831702,30.59018627,19451.31035,27957.14075,1.437288299,500,,3.059018627
1,10,1,0.566810822,1.319255672,3805.305717,8011.33867,2.105307501,500,,0.131925567
1,10,1,0.835945638,7.462378754,8267.242526,13771.74197,1.665820486,500,,0.746237875
1.77827941,10,1,0.569321479,25.3716408,18403.38071,25217.9017,1.370286367,500,,2.53716408
1.77827941,10,1,8.915384692,76.98666915,28796.54261,33588.81173,1.166418212,500,,7.698666915
1.77827941,10,1,0.281922,6.261790552,9127.178857,13727.68483,1.504044683,500,,0.626179055
1.77827941,10,1,11.66591427,8.911874064,10589.30048,14061.76976,1.327922443,500,,0.891187406
1.77827941,10,1,14.89733154,56.23507519,24053.79113,29096.44205,1.209640588,500,,5.623507519
3.16227766,10,1,0.423364867,55.26613404,25386.7011,32088.471,1.263987427,500,,5.526613404
3.16227766,10,1,2.412193844,64.37753447,25785.51291,32606.1181,1.26451307,500,,6.437753447
3.16227766,10,1,5.152463593,70.11280234,27143.77122,34804.39384,1.282223961,500,,7.011280234
3.16227766,10,1,4.140446975,1.383282116,6307.613872,9042.935048,1.433653872,500,,0.138328212
3.16227766,10,1,30.25781443,1.221194917,10106.84746,12396.34256,1.226529105,500,,0.122119492
5.623413252,10,1,1.303265936,3.682836188,5495.863916,9756.739081,1.775287604,500,,0.368283619
5.623413252,10,1,2.930113446,6.029167609,7955.072189,13256.53695,1.666425726,500,,0.602916761
5.623413252,10,1,1.710735348,5.964728303,7496.279086,10521.97582,1.40362648,500,,0.59647283
5.623413252,10,1,21.70288104,24.54048284,19495.35227,27066.86737,1.388375393,500,,2.454048284
5.623413252,10,1,1.027470555,67.12771819,24228.78817,29660.16753,1.224170492,500,,6.712771819
10,10,1,4.683578901,2.684143155,6871.419795,9298.848118,1.353264448,500,,0.268414315
10,10,1,59.61369222,1.156618696,17221.03726,18541.42568,1.07667299,500,,0.11566187
10,10,1,18.18337138,1.480755877,10379.48915,11947.3082,1.151049731,500,,0.148075588
10,10,1,11.7965865,73.89012438,26012.96763,32739.39883,1.258579924,500,,7.389012438
10,10,1,33.86978638,21.57860476,20979.94459,27140.87749,1.293658207,500,,2.157860476